"SubjectID" "Activity" "variable" "mean"
1 "SITTING" "tBodyAcc-std()-Z" -0.756202228730159
1 "SITTING" "tGravityAcc-mean()-X" 0.809937790952381
1 "SITTING" "tGravityAcc-mean()-Y" -0.0697364036507937
1 "SITTING" "tGravityAcc-mean()-Z" 0.125870418415873
1 "SITTING" "tGravityAcc-std()-X" -0.96459451968254
1 "SITTING" "tGravityAcc-std()-Y" -0.950788433174603
1 "SITTING" "tGravityAcc-std()-Z" -0.951459289047619
1 "SITTING" "tBodyAccJerk-mean()-X" 0.0703415898253968
1 "SITTING" "tBodyAccJerk-mean()-Y" 0.0105628172471429
1 "SITTING" "tBodyAccJerk-mean()-Z" -0.00796330938663492
1 "SITTING" "tBodyAccJerk-std()-X" -0.716183841736508
1 "SITTING" "tBodyAccJerk-std()-Y" -0.745568303360317
1 "SITTING" "tBodyAccJerk-std()-Z" -0.810563965873016
1 "SITTING" "tBodyGyro-mean()-X" -0.0160801034380952
1 "SITTING" "tBodyGyro-mean()-Y" -0.0964641276984127
1 "SITTING" "tBodyGyro-mean()-Z" 0.075781719247619
1 "SITTING" "tBodyGyro-std()-X" -0.838181169365079
1 "SITTING" "tBodyGyro-std()-Y" -0.75025664447619
1 "SITTING" "tBodyGyro-std()-Z" -0.726368666553968
1 "SITTING" "tBodyGyroJerk-mean()-X" -0.106162056206349
1 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0444472746904762
1 "SITTING" "tBodyGyroJerk-mean()-Z" -0.0403666280904762
1 "SITTING" "tBodyGyroJerk-std()-X" -0.854531757301587
1 "SITTING" "tBodyGyroJerk-std()-Y" -0.788535070460317
1 "SITTING" "tBodyGyroJerk-std()-Z" -0.792238722380952
1 "SITTING" "tBodyAccMag-mean()" -0.688985015315556
1 "SITTING" "tBodyAccMag-std()" -0.690365489365079
1 "SITTING" "tGravityAccMag-mean()" -0.688985015315556
1 "SITTING" "tGravityAccMag-std()" -0.690365489365079
1 "SITTING" "tBodyAccJerkMag-mean()" -0.740330808890476
1 "SITTING" "tBodyAccJerkMag-std()" -0.719658745787302
1 "SITTING" "tBodyGyroMag-mean()" -0.712530075333333
1 "SITTING" "tBodyGyroMag-std()" -0.760895024603175
1 "SITTING" "tBodyGyroJerkMag-mean()" -0.80137779015873
1 "SITTING" "tBodyGyroJerkMag-std()" -0.812134555714286
1 "SITTING" "fBodyAcc-mean()-X" -0.697676865138095
1 "SITTING" "fBodyAcc-mean()-Y" -0.701189732463492
1 "SITTING" "fBodyAcc-mean()-Z" -0.765330418142857
1 "SITTING" "fBodyAcc-std()-X" -0.707760258065079
1 "SITTING" "fBodyAcc-std()-Y" -0.715324784677778
1 "SITTING" "fBodyAcc-std()-Z" -0.771995476984127
1 "SITTING" "fBodyAcc-meanFreq()-X" -0.0810172581857143
1 "SITTING" "fBodyAcc-meanFreq()-Y" 0.0907919349571429
1 "SITTING" "fBodyAcc-meanFreq()-Z" 0.211531476857143
1 "SITTING" "fBodyAccJerk-mean()-X" -0.721341454095238
1 "SITTING" "fBodyAccJerk-mean()-Y" -0.751457382238095
1 "SITTING" "fBodyAccJerk-mean()-Z" -0.792526261111111
1 "SITTING" "fBodyAccJerk-std()-X" -0.736606756163016
1 "SITTING" "fBodyAccJerk-std()-Y" -0.757264138703175
1 "SITTING" "fBodyAccJerk-std()-Z" -0.827112522539682
1 "SITTING" "fBodyAccJerk-meanFreq()-X" 0.125125173269841
1 "SITTING" "fBodyAccJerk-meanFreq()-Y" -0.0593235855380952
1 "SITTING" "fBodyAccJerk-meanFreq()-Z" 0.0787410673269841
1 "SITTING" "fBodyGyro-mean()-X" -0.810513744126984
1 "SITTING" "fBodyGyro-mean()-Y" -0.738510795047619
1 "SITTING" "fBodyGyro-mean()-Z" -0.703244839825397
1 "SITTING" "fBodyGyro-std()-X" -0.848005074761905
1 "SITTING" "fBodyGyro-std()-Y" -0.761019793857143
1 "SITTING" "fBodyGyro-std()-Z" -0.760275597619048
1 "SITTING" "fBodyGyro-meanFreq()-X" -0.048480151515873
1 "SITTING" "fBodyGyro-meanFreq()-Y" 0.0354331920746032
1 "SITTING" "fBodyGyro-meanFreq()-Z" 0.0137263522285714
1 "SITTING" "fBodyAccMag-mean()" -0.677787542873016
1 "SITTING" "fBodyAccMag-std()" -0.747429770009524
1 "SITTING" "fBodyAccMag-meanFreq()" 0.21345662185127
1 "SITTING" "fBodyBodyAccJerkMag-mean()" -0.701605016777778
1 "SITTING" "fBodyBodyAccJerkMag-std()" -0.745976271988889
1 "SITTING" "fBodyBodyAccJerkMag-meanFreq()" 0.295394204577778
1 "SITTING" "fBodyBodyGyroMag-mean()" -0.759184306396825
1 "SITTING" "fBodyBodyGyroMag-std()" -0.808387648412698
1 "SITTING" "fBodyBodyGyroMag-meanFreq()" 0.0856448607628571
1 "SITTING" "fBodyBodyGyroJerkMag-mean()" -0.804487960936508
1 "SITTING" "fBodyBodyGyroJerkMag-std()" -0.836686273968254
1 "SITTING" "fBodyBodyGyroJerkMag-meanFreq()" 0.252898518365079
1 "STANDING" "tBodyAcc-mean()-X" 0.263895635802469
1 "STANDING" "tBodyAcc-mean()-Y" -0.0172247866062963
1 "STANDING" "tBodyAcc-mean()-Z" -0.103320184111111
1 "STANDING" "tBodyAcc-std()-X" -0.621156293580247
1 "STANDING" "tBodyAcc-std()-Y" -0.403363448803704
1 "STANDING" "tBodyAcc-std()-Z" -0.424966231072839
1 "STANDING" "tGravityAcc-mean()-X" 0.913002745185185
1 "STANDING" "tGravityAcc-mean()-Y" -0.290187565691358
1 "STANDING" "tGravityAcc-mean()-Z" -0.0134265279148148
1 "STANDING" "tGravityAcc-std()-X" -0.970352712839506
1 "STANDING" "tGravityAcc-std()-Y" -0.954508141234568
1 "STANDING" "tGravityAcc-std()-Z" -0.932965448888889
1 "STANDING" "tBodyAccJerk-mean()-X" 0.0819865545049383
1 "STANDING" "tBodyAccJerk-mean()-Y" 0.00569106722222222
1 "STANDING" "tBodyAccJerk-mean()-Z" -0.0227890849859012
1 "STANDING" "tBodyAccJerk-std()-X" -0.674683944135802
1 "STANDING" "tBodyAccJerk-std()-Y" -0.632721374444444
1 "STANDING" "tBodyAccJerk-std()-Z" -0.825692411481482
1 "STANDING" "tBodyGyro-mean()-X" 0.0200945870482716
1 "STANDING" "tBodyGyro-mean()-Y" -0.127415724267901
1 "STANDING" "tBodyGyro-mean()-Z" 0.0716688617691358
1 "STANDING" "tBodyGyro-std()-X" -0.734105077654321
1 "STANDING" "tBodyGyro-std()-Y" -0.419004066658025
1 "STANDING" "tBodyGyro-std()-Z" -0.700833682740741
1 "STANDING" "tBodyGyroJerk-mean()-X" -0.109669167501235
1 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0377131661271605
1 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0466566332230864
1 "STANDING" "tBodyGyroJerk-std()-X" -0.772828185802469
1 "STANDING" "tBodyGyroJerk-std()-Y" -0.772374797160494
1 "STANDING" "tBodyGyroJerk-std()-Z" -0.763777233333333
1 "STANDING" "tBodyAccMag-mean()" -0.486929929
1 "STANDING" "tBodyAccMag-std()" -0.583896623888889
1 "STANDING" "tGravityAccMag-mean()" -0.486929929
1 "STANDING" "tGravityAccMag-std()" -0.583896623888889
1 "STANDING" "tBodyAccJerkMag-mean()" -0.68659674437037
1 "STANDING" "tBodyAccJerkMag-std()" -0.690801337333333
1 "STANDING" "tBodyGyroMag-mean()" -0.483802420906173
1 "STANDING" "tBodyGyroMag-std()" -0.504243363812346
1 "STANDING" "tBodyGyroJerkMag-mean()" -0.765152264320988
1 "STANDING" "tBodyGyroJerkMag-std()" -0.798376461728395
1 "STANDING" "fBodyAcc-mean()-X" -0.648100207037037
1 "STANDING" "fBodyAcc-mean()-Y" -0.519782079135802
1 "STANDING" "fBodyAcc-mean()-Z" -0.664591721604938
1 "STANDING" "fBodyAcc-std()-X" -0.611856720246914
1 "STANDING" "fBodyAcc-std()-Y" -0.387191424116049
1 "STANDING" "fBodyAcc-std()-Z" -0.36443153914321
1 "STANDING" "fBodyAcc-meanFreq()-X" -0.210011219392963
1 "STANDING" "fBodyAcc-meanFreq()-Y" -0.0529669246098765
1 "STANDING" "fBodyAcc-meanFreq()-Z" -0.195028314888889
1 "STANDING" "fBodyAccJerk-mean()-X" -0.694165061382716
1 "STANDING" "fBodyAccJerk-mean()-Y" -0.653898424691358
1 "STANDING" "fBodyAccJerk-mean()-Z" -0.813679310493827
1 "STANDING" "fBodyAccJerk-std()-X" -0.68349077982716
1 "STANDING" "fBodyAccJerk-std()-Y" -0.634371515555556
1 "STANDING" "fBodyAccJerk-std()-Z" -0.83606710617284
1 "STANDING" "fBodyAccJerk-meanFreq()-X" -0.091147758954321
1 "STANDING" "fBodyAccJerk-meanFreq()-Y" -0.29952264334321
1 "STANDING" "fBodyAccJerk-meanFreq()-Z" -0.260418638233333
1 "STANDING" "fBodyGyro-mean()-X" -0.701029078024691
1 "STANDING" "fBodyGyro-mean()-Y" -0.610292815308642
1 "STANDING" "fBodyGyro-mean()-Z" -0.66983308091358
1 "STANDING" "fBodyGyro-std()-X" -0.747076056666667
1 "STANDING" "fBodyGyro-std()-Y" -0.332471238839506
1 "STANDING" "fBodyGyro-std()-Z" -0.739576019876543
1 "STANDING" "fBodyGyro-meanFreq()-X" -0.133970629134568
1 "STANDING" "fBodyGyro-meanFreq()-Y" -0.326469553974074
1 "STANDING" "fBodyGyro-meanFreq()-Z" -0.0596652427740741
1 "STANDING" "fBodyAccMag-mean()" -0.607390697666667
1 "STANDING" "fBodyAccMag-std()" -0.636755284814815
1 "STANDING" "fBodyAccMag-meanFreq()" 0.0421603628395062
1 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.671020995148148
1 "STANDING" "fBodyBodyAccJerkMag-std()" -0.71988291
1 "STANDING" "fBodyBodyAccJerkMag-meanFreq()" 0.215928415434568
1 "STANDING" "fBodyBodyGyroMag-mean()" -0.610797156938272
1 "STANDING" "fBodyBodyGyroMag-std()" -0.522972875716049
1 "STANDING" "fBodyBodyGyroMag-meanFreq()" -0.15395406997358
1 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.789812245185185
1 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.825360401481481
1 "STANDING" "fBodyBodyGyroJerkMag-meanFreq()" 0.224435128474074
1 "WALKING" "tBodyAcc-mean()-X" 0.264158059423729
1 "WALKING" "tBodyAcc-mean()-Y" -0.0142648968589831
1 "WALKING" "tBodyAcc-mean()-Z" -0.132867407932203
1 "WALKING" "tBodyAcc-std()-X" -0.509112149322034
1 "WALKING" "tBodyAcc-std()-Y" -0.264297883727119
1 "WALKING" "tBodyAcc-std()-Z" -0.438812094864407
1 "WALKING" "tGravityAcc-mean()-X" 0.716629057474576
1 "WALKING" "tGravityAcc-mean()-Y" 0.0197051617966102
1 "WALKING" "tGravityAcc-mean()-Z" -0.0275521648474576
1 "WALKING" "tGravityAcc-std()-X" -0.967689550169492
1 "WALKING" "tGravityAcc-std()-Y" -0.972519971864407
1 "WALKING" "tGravityAcc-std()-Z" -0.906103103915254
1 "WALKING" "tBodyAccJerk-mean()-X" 0.0703593080559322
1 "WALKING" "tBodyAccJerk-mean()-Y" 0.0130479667762712
1 "WALKING" "tBodyAccJerk-mean()-Z" -0.013509183570678
1 "WALKING" "tBodyAccJerk-std()-X" -0.433338795664407
1 "WALKING" "tBodyAccJerk-std()-Y" -0.306351049262712
1 "WALKING" "tBodyAccJerk-std()-Z" -0.672632217457627
1 "WALKING" "tBodyGyro-mean()-X" -0.0197591999542373
1 "WALKING" "tBodyGyro-mean()-Y" -0.0806679621440678
1 "WALKING" "tBodyGyro-mean()-Z" 0.0970519886084746
1 "WALKING" "tBodyGyro-std()-X" -0.630353225254237
1 "WALKING" "tBodyGyro-std()-Y" -0.371697475018644
1 "WALKING" "tBodyGyro-std()-Z" -0.550805269661017
1 "WALKING" "tBodyGyroJerk-mean()-X" -0.105734999688136
1 "WALKING" "tBodyGyroJerk-mean()-Y" -0.0384717386084746
1 "WALKING" "tBodyGyroJerk-mean()-Z" -0.0469311299813559
1 "WALKING" "tBodyGyroJerk-std()-X" -0.473309857288136
1 "WALKING" "tBodyGyroJerk-std()-Y" -0.553684678135593
1 "WALKING" "tBodyGyroJerk-std()-Z" -0.593348114067797
1 "WALKING" "tBodyAccMag-mean()" -0.386316144455932
1 "WALKING" "tBodyAccMag-std()" -0.445491124932203
1 "WALKING" "tGravityAccMag-mean()" -0.386316144455932
1 "WALKING" "tGravityAccMag-std()" -0.445491124932203
1 "WALKING" "tBodyAccJerkMag-mean()" -0.43724997479661
1 "WALKING" "tBodyAccJerkMag-std()" -0.421539316135593
1 "WALKING" "tBodyGyroMag-mean()" -0.42494916879661
1 "WALKING" "tBodyGyroMag-std()" -0.438239388694915
1 "WALKING" "tBodyGyroJerkMag-mean()" -0.54271230440678
1 "WALKING" "tBodyGyroJerkMag-std()" -0.558811238983051
1 "WALKING" "fBodyAcc-mean()-X" -0.476951528033898
1 "WALKING" "fBodyAcc-mean()-Y" -0.289525208401695
1 "WALKING" "fBodyAcc-mean()-Z" -0.518171594237288
1 "WALKING" "fBodyAcc-std()-X" -0.52342328559322
1 "WALKING" "fBodyAcc-std()-Y" -0.298307767364746
1 "WALKING" "fBodyAcc-std()-Z" -0.442345699542373
1 "WALKING" "fBodyAcc-meanFreq()-X" -0.173164492238983
1 "WALKING" "fBodyAcc-meanFreq()-Y" 0.0606691031813559
1 "WALKING" "fBodyAcc-meanFreq()-Z" 0.0289731726277966
1 "WALKING" "fBodyAccJerk-mean()-X" -0.469901872032373
1 "WALKING" "fBodyAccJerk-mean()-Y" -0.369959840943068
1 "WALKING" "fBodyAccJerk-mean()-Z" -0.645711988983051
1 "WALKING" "fBodyAccJerk-std()-X" -0.446168849576271
1 "WALKING" "fBodyAccJerk-std()-Y" -0.283635945594576
1 "WALKING" "fBodyAccJerk-std()-Z" -0.69842059559322
1 "WALKING" "fBodyAccJerk-meanFreq()-X" -0.058052090420339
1 "WALKING" "fBodyAccJerk-meanFreq()-Y" -0.192801657169492
1 "WALKING" "fBodyAccJerk-meanFreq()-Z" -0.126276946525424
1 "WALKING" "fBodyGyro-mean()-X" -0.538811471338983
1 "WALKING" "fBodyGyro-mean()-Y" -0.41118246730678
1 "WALKING" "fBodyGyro-mean()-Z" -0.497914789830508
1 "WALKING" "fBodyGyro-std()-X" -0.660365479322034
1 "WALKING" "fBodyGyro-std()-Y" -0.354038103132203
1 "WALKING" "fBodyGyro-std()-Z" -0.611020690508475
1 "WALKING" "fBodyGyro-meanFreq()-X" 0.00324234283050848
1 "WALKING" "fBodyGyro-meanFreq()-Y" -0.0465765109983051
1 "WALKING" "fBodyGyro-meanFreq()-Z" 0.00568525477118644
1 "WALKING" "fBodyAccMag-mean()" -0.408340138657627
1 "WALKING" "fBodyAccMag-std()" -0.558854833118644
1 "WALKING" "fBodyAccMag-meanFreq()" 0.0858763767118644
1 "WALKING" "fBodyBodyAccJerkMag-mean()" -0.403865363320339
1 "WALKING" "fBodyBodyAccJerkMag-std()" -0.448835313237288
1 "WALKING" "fBodyBodyAccJerkMag-meanFreq()" 0.192757081291525
1 "WALKING" "fBodyBodyGyroMag-mean()" -0.461793855554237
1 "WALKING" "fBodyBodyGyroMag-std()" -0.521182229050847
1 "WALKING" "fBodyBodyGyroMag-meanFreq()" 0.106867567355932
1 "WALKING" "fBodyBodyGyroJerkMag-mean()" -0.553564061694915
1 "WALKING" "fBodyBodyGyroJerkMag-std()" -0.597117046271186
1 "WALKING" "fBodyBodyGyroJerkMag-meanFreq()" 0.160519488881356
1 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.283358960638298
1 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.016052593287234
1 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Z" -0.110098585489362
1 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-X" -0.257362790234043
1 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Y" 0.0887146321042553
1 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.277130061276596
1 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.935768794468085
1 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.275743272765957
1 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Z" -0.0677446734255319
1 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-X" -0.971163839787234
1 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Y" -0.966472108297872
1 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Z" -0.939306361276596
1 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-X" 0.0838135600787234
1 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Y" 0.0256309492319149
1 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Z" 0.0188501057361702
1 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-X" -0.113038482068085
1 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Y" 0.0428072126531915
1 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Z" -0.494186010638298
1 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-X" -0.059131509047234
1 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Y" -0.0548503381191489
1 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0802128899340425
1 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.46810132893617
1 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.0829775743946809
1 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.312942916021277
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.0879778444085106
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0333498834680851
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0567017234851064
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.254144505425532
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.307598431787234
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.392210728723404
1 "WALKING_DOWNSTAIRS" "tBodyAccMag-mean()" -0.134316804978723
1 "WALKING_DOWNSTAIRS" "tBodyAccMag-std()" -0.18861815693617
1 "WALKING_DOWNSTAIRS" "tGravityAccMag-mean()" -0.134316804978723
1 "WALKING_DOWNSTAIRS" "tGravityAccMag-std()" -0.18861815693617
1 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean()" -0.14949503393617
1 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std()" -0.068171650787234
1 "WALKING_DOWNSTAIRS" "tBodyGyroMag-mean()" -0.156523949431915
1 "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" -0.197010546893617
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.311674385319149
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std()" -0.327446420489362
1 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-X" -0.188563853404255
1 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" 0.0819074662702128
1 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" -0.337844606170213
1 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" -0.288153524582979
1 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" 0.022302126363617
1 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.301728520212766
1 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-X" -0.242175952851064
1 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Y" 0.108120745610638
1 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Z" 0.0732540825446809
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" -0.156563355234043
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Y" -0.0505474067617021
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Z" -0.461068080638298
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.147009077021277
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" 0.0740860962531915
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.525353132765957
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-X" -0.203717020044681
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-Y" -0.391885847659574
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-Z" -0.187909421042553
1 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-X" -0.343176639489362
1 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Y" -0.111433411604255
1 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Z" -0.222148530425532
1 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-X" -0.508825687446809
1 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Y" -0.0737121541085106
1 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Z" -0.409072146808511
1 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-X" -0.0181602310382979
1 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-Y" -0.0464861322680851
1 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-Z" -0.0256714065319149
1 "WALKING_DOWNSTAIRS" "fBodyAccMag-mean()" -0.100784028361702
1 "WALKING_DOWNSTAIRS" "fBodyAccMag-std()" -0.369441185680851
1 "WALKING_DOWNSTAIRS" "fBodyAccMag-meanFreq()" 0.177222061914894
1 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-mean()" -0.0540805802851064
1 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-std()" -0.0924629438702128
